Employee_ID,Name,Age,City,Department,Salary,Product,Quantity,Rating,Joining_Year
227,Sabin,50.0,Bhaktapur,HR,114173.0,Monitor,9,2.8,2023
398,Neha,30.0,Dharan,IT,41961.0,Tablet,7,2.6,2025
475,Anish,53.0,Chitwan,Marketing,98872.0,Laptop,5,4.8,2021
72,Riya,33.0,Butwal,Finance,69608.0,Headphones,10,3.8,2022
95,Aarav,35.0,Lalitpur,Finance,97199.0,Laptop,9,2.6,2021
252,Priya,20.0,Bhaktapur,Marketing,84770.0,Printer,1,3.5,2025
496,Suman,21.0,Dharan,IT,58792.0,Monitor,7,3.5,2021
36,Maya,37.0,Kathmandu,IT,68719.0,Keyboard,5,1.6,2025
129,Raj,29.0,Pokhara,HR,61046.0,Printer,7,5.0,2022
75,Neha,43.0,Dharan,Marketing,94588.0,Printer,7,5.0,2023
218,Sneha,23.0,Pokhara,Operations,100252.0,Mouse,9,4.0,2018
54,Priya,49.0,Butwal,Sales,105301.0,Tablet,9,2.8,2020
23,Rohan,26.0,Chitwan,Finance,80519.0,Tablet,8,4.5,2018
174,Suman,22.0,Biratnagar,HR,30741.0,Mouse,1,2.3,2022
146,Maya,45.0,Pokhara,Sales,139101.0,Headphones,6,1.9,2020
439,  Nisha ,38.0,Dharan,HR,114477.0,Monitor,3,4.8,2019
276,Raj,150.0,Chitwan,Marketing,91402.0,Tablet,9,1.1,2023
418,Suman,22.0,Pokhara,Finance,110848.0,Printer,1,3.8,2021
167,Raj,20.0,Pokhara,IT,58544.0,Mouse,3,3.2,2024
425,Suman,41.0,Dharan,Operations,111136.0,Printer,8,1.5,2021
164,Suman,52.0,Lalitpur,Sales,37021.0,Mouse,8,4.5,2018
430,Anish,31.0,Lalitpur,IT,75778.0,Printer,9,4.5,2024
91,Maya,41.0,Butwal,Operations,38710.0,Keyboard,6,2.6,2025
407,Maya,26.0,Biratnagar,Marketing,104381.0,Keyboard,7,4.3,2019
211,Ramesh,40.0,Lalitpur,Sales,144553.0,Printer,9,2.4,2022
453,Sneha,25.0,Biratnagar,Sales,74992.0,Tablet,1,2.9,2021
460,Maya,30.0,Kathmandu,Finance,$57266,Mouse,7,2.1,2023
428,Suman,32.0,Butwal,IT,124241.0,Tablet,1,4.7,2019
281,Amit,50.0,Butwal,Sales,37795.0,Webcam,8,2.3,2022
492,Nisha,53.0,Kathmandu,Operations,117225.0,Monitor,2,3.2,2023
408,Raj,27.0,Biratnagar,IT,127860.0,Monitor,8,1.8,2021
5,Pooja,36.0,Kathmandu,Operations,85217.0,Monitor,7,1.3,2022
399,Aarav,22.0,Bhaktapur,Operations,73903.0,Laptop,6,4.0,2021
219,Maya,31.0,Kathmandu,Sales,128279.0,Webcam,3,4.7,2022
240,Maya,55.0,Dharan,IT,70143.0,Tablet,9,,2024
236,Nisha,27.0,Kathmandu,Operations,79950.0,Laptop,4,1.8,2019
473,Rohan,50.0,Dharan,Sales,52617.0,Keyboard,7,1.1,2018
128,Riya,45.0,Chitwan,Operations,39150.0,Webcam,8,1.3,2019
144,Aarav,49.0,Pokhara,Finance,100465.0,Tablet,10,2.6,2024
495,Neha,36.0,Dharan,Sales,98815.0,Webcam,4,4.0,2025
153,Sita,52.0,Lalitpur,IT,57472.0,Webcam,8,3.1,2020
336,Rohan,30.0,Dharan,Sales,66160.0,Tablet,2,3.1,2021
241,Priya,39.0,Chitwan,HR,123882.0,Webcam,4,4.4,2022
81,Sita,23.0,Lalitpur,HR,131318.0,Headphones,2,5.0,2019
118,Rahul,24.0,Dharan,Operations,64608.0,Tablet,2,1.6,2018
24,Rohan,23.0,Chitwan,Operations,69473.0,Monitor,4,1.8,2025
397,Riya,41.0,Lalitpur,Finance,108165.0,Laptop,1,2.8,2021
346,Sabin,51.0,Butwal,Marketing,90849.0,Printer,7,2.1,2018
442,Neha,55.0,Butwal,IT,127764.0,Printer,9,1.9,2020
62,Maya,28.0,Dharan,HR,31590.0,Headphones,7,2.3,2025
109,Suman,42.0,Biratnagar,Operations,80615.0,Headphones,8,4.4,2021
321,Aarav,30.0,Dharan,Finance,93551.0,Headphones,3,2.5,2022
45,Raj,52.0,Pokhara,Sales,0.0,Mouse,5,1.2,2024
90,Amit,48.0,Biratnagar,HR,101720.0,Tablet,8,4.9,2025
233,Maya,43.0,Chitwan,Sales,138982.0,Tablet,7,1.3,2020
486,Sneha,42.0,Chitwan,Operations,43096.0,Monitor,4,2.8,2020
455,Sabin,29.0,Pokhara,IT,25659.0,Tablet,9,3.2,2019
437,  Bibek ,44.0,Chitwan,Sales,128299.0,Printer,9,1.2,2022
221,Suman,37.0,Bhaktapur,IT,68343.0,Keyboard,8,3.6,2020
168,Sneha,35.0,Biratnagar,IT,31258.0,Mouse,7,3.6,2025
498,Aayush,24.0,Lalitpur,Sales,66139.0,Printer,4,4.6,2022
8,Kiran,24.0,Lalitpur,Marketing,120568.0,Mouse,3,2.8,2022
116,Ramesh,20.0,Biratnagar,,41199.0,Webcam,6,3.7,2022
488,Priya,50.0,Chitwan,IT,33399.0,Headphones,4,2.5,2018
317,Sneha,52.0,Chitwan,Sales,116987.0,Tablet,2,3.6,2020
246,Rahul,55.0,Butwal,Finance,74894.0,Webcam,9,3.6,2022
137,Pooja,20.0,Lalitpur,HR,99228.0,Tablet,2,1.6,2018
300,Sita,45.0,Biratnagar,Operations,147727.0,Printer,8,4.8,2023
307,Rahul,53.0,,IT,26056.0,Printer,2,5.0,2024
426,Aayush,42.0,Biratnagar,Marketing,93417.0,Printer,2,1.2,2020
465,Suman,52.0,Pokhara,Sales,72692.0,Laptop,4,4.4,2020
457,Rohan,31.0,Kathmandu,Marketing,85458.0,Monitor,5,3.7,2022
424,Raj,39.0,Bhaktapur,Operations,113011.0,Webcam,6,2.5,2018
220,Aarav,39.0,Pokhara,Finance,62298.0,Webcam,9,3.1,2020
280,Sneha,46.0,Pokhara,IT,133962.0,Keyboard,6,2.2,2025
298,Maya,23.0,biratnagar,Operations,41631.0,Keyboard,4,1.6,2023
314,Ramesh,27.0,Bhaktapur,Sales,108634.0,Monitor,9,4.6,2018
229,Amit,48.0,Pokhara,Operations,51922.0,Webcam,2,4.6,2025
11,Sabin,54.0,Biratnagar,Operations,101622.0,Tablet,10,2.6,2021
29,Amit,30.0,Kathmandu,Marketing,35500.0,Keyboard,2,,2021
345,Maya,32.0,Bhaktapur,Operations,130141.0,Laptop,7,4.1,2023
208,Bibek,50.0,Lalitpur,Marketing,107447.0,Tablet,3,4.3,2021
125,Aarav,28.0,Kathmandu,Finance,128544.0,Mouse,10,2.3,2020
70,Sabin,50.0,Dharan,Sales,133230.0,Headphones,6,4.4,2019
162,Sneha,44.0,Chitwan,HR,132071.0,Mouse,10,1.6,2022
195,Suman,46.0,,Sales,51741.0,Printer,10,1.6,2023
138,Amit,33.0,Chitwan,Sales,84460.0,Printer,3,2.5,2023
371,Sita,45.0,Kathmandu,Marketing,99870.0,Keyboard,2,4.8,2025
113,Suman,22.0,Butwal,Operations,42224.0,Monitor,5,5.5,2024
101,Priya,51.0,Kathmandu,HR,90836.0,Printer,2,4.5,2025
382,Rahul,22.0,Dharan,IT,145328.0,Printer,4,2.1,2025
387,Kiran,47.0,Chitwan,Finance,85161.0,Headphones,4,2.9,2024
403,Nisha,30.0,Chitwan,IT,54939.0,Mouse,3,1.8,2018
111,Ramesh,37.0,Kathmandu,Marketing,138386.0,Laptop,10,4.0,2022
284,Aarav,32.0,Dharan,Marketing,81302.0,Tablet,1,3.8,2021
282,Rohan,21.0,Butwal,Operations,39334.0,Keyboard,4,3.1,2020
188,Ramesh,50.0,Chitwan,Sales,132916.0,Monitor,3,4.9,2019
123,Aayush,35.0,Lalitpur,Marketing,51896.0,Monitor,9,1.8,2021
328,Sita,55.0,Dharan,IT,73354.0,Mouse,5,3.3,2022
93,Aarav,54.0,Dharan,Sales,32104.0,Mouse,9,2.4,2025
409,Amit,32.0,Butwal,Operations,78707.0,Headphones,3,1.2,2025
196,Pooja,45.0,Lalitpur,Finance,92499.0,Monitor,6,2.0,2019
63,Aayush,44.0,Biratnagar,Sales,58065.0,Monitor,8,1.1,2018
493,Kiran,34.0,Bhaktapur,Sales,146859.0,Tablet,10,1.0,2020
175,Ramesh,54.0,Dharan,Finance,29799.0,Mouse,5,2.4,2018
449,Nisha,54.0,Chitwan,Operations,132053.0,Monitor,3,1.1,2023
46,Amit,54.0,Bhaktapur,Finance,81531.0,Monitor,6,3.5,2019
303,Riya,41.0,Kathmandu,IT,38051.0,Webcam,1,1.5,2020
444,Aayush,41.0,Butwal,Finance,53632.0,Webcam,9,4.3,2018
131,Aayush,49.0,Chitwan,Sales,-5000.0,Monitor,6,2.7,2022
51,Sneha,34.0,Bhaktapur,HR,28201.0,Laptop,4,4.9,2019
98,Kiran,46.0,Butwal,Marketing,60018.0,Laptop,5,3.9,2025
198,Anish,40.0,butwal,HR,125023.0,Keyboard,8,5.0,2025
216,Bibek,53.0,Bhaktapur,Operations,55518.0,Laptop,2,2.7,2025
239,  Sneha ,29.0,Bhaktapur,Sales,64387.0,Headphones,1,3.2,2020
364,Nisha,46.0,Biratnagar,Operations,61899.0,Headphones,4,1.4,2024
104,Bibek,24.0,Bhaktapur,Operations,114705.0,Headphones,4,4.0,2024
405,Raj,23.0,Kathmandu,Operations,39170.0,Laptop,1,3.8,2024
64,Rahul,24.0,Kathmandu,IT,149467.0,Mouse,4,4.4,2020
406,Ramesh,27.0,Biratnagar,Sales,116995.0,Keyboard,4,3.8,2018
170,Pooja,35.0,Chitwan,HR,112080.0,Monitor,9,4.9,2019
248,Maya,22.0,Bhaktapur,Operations,44126.0,Laptop,5,3.2,2024
258,Aayush,26.0,Kathmandu,,52710.0,Webcam,5,1.2,2019
252,Priya,20.0,Bhaktapur,Marketing,84770.0,Printer,1,3.5,2025
270,Riya,32.0,Dharan,IT,42758.0,Headphones,1,0.0,2023
365,Sabin,51.0,Lalitpur,IT,72294.0,Laptop,7,1.4,2025
492,Nisha,53.0,Kathmandu,Operations,117225.0,Monitor,2,3.2,2023
154,Pooja,38.0,Chitwan,Sales,126510.0,Printer,10,1.2,2023
456,Nisha,42.0,Bhaktapur,Sales,143702.0,Keyboard,3,1.7,2022
41,Anish,26.0,Chitwan,IT,137537.0,Webcam,4,1.8,2025
